id,model_score,model_risk_grade
122991365,549,B
57664196,522,E
129875479,537,C
63526741,506,F
133932718,533,D
71120600,521,E
92563401,519,E
66400426,539,C
67325541,535,C
68614699,522,E
96700070,550,B
79065710,520,E
90825697,524,D
47927128,526,D
72957441,536,C
112713675,535,C
49863864,489,G
56128827,517,E
119920181,556,A
38585243,532,D
94171079,509,F
65504569,563,A
48051267,536,C
52036529,505,F
62115571,514,F
85640608,538,C
125140725,525,D
91091279,522,E
85575378,537,C
70001520,564,A
132273719,540,C
46754614,528,D
40570178,533,D
84435793,520,E
44836564,520,E
92961905,533,D
11638500,547,B
46706466,533,D
46264114,507,F
54899274,500,G
57684469,539,C
121745387,538,C
120062138,526,D
117068686,508,F
131238916,502,G
39729457,512,F
38605209,516,E
84072497,520,E
88862469,518,E
77368875,566,A
60485629,515,E
119826468,528,D
118672403,555,A
73323897,502,G
58503463,544,B
69544713,520,E
103474931,486,G
125167414,550,B
110670704,547,B
62327119,553,B
86042461,538,C
103951608,501,G
91803697,492,G
67276333,518,E
65946802,522,E
125790955,517,E
87125926,501,G
90166924,536,C
97555805,497,G
49077682,515,E
113121972,524,D
59182678,509,F
65854537,514,F
79180934,490,G
60793277,541,C
80720324,517,E
142050339,542,C
89997517,533,D
40453732,530,D
69933052,522,E
48755166,545,B
68577304,527,D
88045462,492,G
40440300,545,B
109923972,530,D
42424024,532,D
55341137,533,D
119376239,505,F
99985553,537,C
62449559,506,F
73571327,520,E
90398229,542,C
79240653,512,F
80088178,540,C
90875831,533,D
41268241,529,D
85687112,514,F
64998041,518,E
50575571,568,A
92183543,518,E
68529300,542,C
63218877,512,F
104252494,514,F
85440976,538,C
69605009,555,A
64691707,520,E
134144072,535,C
52017060,487,G
127238858,521,E
76718905,505,F
60365497,492,G
84466956,528,D
124845253,512,F
43719221,515,E
55432433,545,B
118166329,562,A
125794138,552,B
126215901,531,D
65008723,531,D
94179763,547,B
43296213,508,F
44816361,511,F
70871734,549,B
73826169,501,G
108321536,533,D
88035599,515,E
88273137,532,D
64969592,517,E
42453985,505,F
130874315,504,G
85579615,541,C
126057591,537,C
65924399,516,E
109181165,532,D
71055096,532,D
96719962,550,B
77961828,513,F
38649768,521,E
75271537,557,A
98602123,551,B
97469573,542,C
63917972,562,A
65926393,531,D
91328516,575,A
41409804,557,A
40384835,510,F
52959604,513,F
57124749,550,B
55140124,522,E
65733590,533,D
55391318,505,F
134801796,534,C
114844896,528,D
65985467,517,E
38544973,512,F
113075306,510,F
60860672,549,B
48546513,542,C
134365203,562,A
134100714,550,B
56492776,556,A
65028664,519,E
118665613,552,B
110673440,529,D
134414818,551,B
87114115,512,F
100054347,533,D
85527856,522,E
46978206,539,C
65824124,527,D
50465503,495,G
59212302,540,C
121765333,537,C
123055061,520,E
96882549,527,D
90301792,531,D
95290647,506,F
106497482,510,F
118587188,519,E
115436601,519,E
79083967,539,C
55969880,498,G
91566259,537,C
128914338,541,C
58081394,536,C
97531304,550,B
39560903,546,B
69574483,513,F
92095215,511,F
125368222,558,A
99687182,522,E
46557962,525,D
49994208,531,D
65916258,503,G
46640599,516,E
101342433,524,D
65694638,512,F
57684495,527,D
65886909,564,A
125331266,561,A
95322800,537,C
94066918,536,C
104991657,516,E
40963588,552,B
128202049,553,B
81504143,559,A
74683733,531,D
61490801,555,A
75789766,508,F
55949269,532,D
44846656,519,E
56021516,508,F
91149833,522,E
51988237,526,D
90168043,511,F
77357605,534,C
124846873,545,B
52566491,549,B
44623278,530,D
93693945,571,A
122363535,550,B
63947188,504,G
69680962,525,D
113048297,566,A
48605471,498,G
46846806,536,C
66485826,530,D
41111767,521,E
86012036,533,D
105672917,523,E
67838862,539,C
91474513,540,C
61382611,544,B
129724463,546,B
130402716,534,C
74725591,505,F
41369317,522,E
143488489,504,G
54304708,519,E
118160815,521,E
75911158,520,E
131340720,514,F
125267740,550,B
129798888,559,A
96309473,545,B
133786263,538,C
60627501,513,F
61541893,535,C
70986865,499,G
134760810,505,F
68302433,545,B
100963114,526,D
60915154,512,F
89021838,536,C
46184935,491,G
121746374,504,G
96188158,504,G
106561503,530,D
113087289,533,D
87096137,536,C
123891470,515,E
74685801,533,D
102383327,556,A
91248961,561,A
118330189,520,E
65825788,504,G
55179534,541,C
58030402,501,G
96491366,543,B
41032047,493,G
89818771,552,B
50104192,528,D
102615993,507,F
75398284,545,B
115422145,525,D
68408311,521,E
112073601,509,F
91289786,517,E
110038627,532,D
90318302,529,D
127582504,536,C
70401872,510,F
71954272,525,D
84463652,562,A
96201094,513,F
65057192,515,E
94171233,533,D
96965500,510,F
42435144,531,D
38700423,535,C
84004357,526,D
37831278,535,C
73689405,506,F
78288815,515,E
85096172,547,B
95360365,524,D
68742505,523,E
69564899,494,G
119736714,544,B
135777796,558,A
94301977,537,C
94045550,495,G
112054446,509,F
90076553,536,C
93643729,518,E
122699568,514,F
138845725,495,G
131127194,523,E
65442119,522,E
66121543,535,C
98013796,542,C
49914897,509,F
56117789,511,F
107763461,536,C
122301177,585,A
64341052,520,E
39400426,515,E
55453582,528,D
121376287,539,C
63175809,521,E
51859582,522,E
56271100,535,C
61388766,529,D
41031609,531,D
98758036,522,E
65613195,532,D
85320548,532,D
100014267,534,C
70130304,557,A
68516731,508,F
87973957,513,F
51317438,525,D
51186054,509,F
67756006,498,G
46387621,519,E
85784159,520,E
55109434,511,F
65504303,548,B
64230759,521,E
42763235,506,F
66350701,519,E
125082609,515,E
62245224,512,F
68984645,534,C
39857374,521,E
59220567,523,E
70632713,544,B
109564669,518,E
117583728,536,C
75378008,526,D
105936114,529,D
41001705,541,C
66200237,529,D
52828745,555,A
47210593,507,F
61350495,538,C
91437410,544,B
2092242,529,D
71108681,519,E
132917939,515,E
104316516,576,A
68192302,519,E
53634137,522,E
61498680,538,C
40540187,534,C
94750471,516,E
111753536,530,D
53141394,502,G
54978202,569,A
115420565,575,A
111072081,539,C
112134221,560,A
77587175,517,E
38459828,550,B
76518396,523,E
54228737,550,B
70272815,504,G
138175381,554,B
65753441,512,F
60954033,518,E
105667495,561,A
42612288,542,C
56110829,532,D
131059133,529,D
70103181,539,C
81487237,529,D
59139153,508,F
57773539,469,G
108739530,550,B
53974768,529,D
37731381,519,E
75264763,520,E
98876352,530,D
96935990,528,D
136151870,514,F
42181403,528,D
76053953,517,E
112443856,530,D
117845105,540,C
51226320,511,F
95040983,525,D
111696957,538,C
135086204,577,A
127723452,499,G
51496380,514,F
112789840,521,E
43935495,556,A
91693656,533,D
48744154,518,E
77871547,529,D
73651869,535,C
69922761,524,D
108256239,542,C
117839021,542,C
132879008,532,D
89010133,543,B
59240208,579,A
93903234,534,C
56131567,534,C
127603488,537,C
104982187,574,A
68367191,537,C
112830546,511,F
69933207,498,G
49188662,539,C
92560509,525,D
91386550,517,E
92657327,517,E
57518427,542,C
89776148,517,E
73713337,513,F
70976575,521,E
62399724,536,C
60874574,526,D
80638468,524,D
78329071,518,E
59521651,509,F
46640537,532,D
73410147,519,E
109347765,551,B
42854695,527,D
57044373,516,E
93990786,526,D
40919909,521,E
63692584,532,D
40816859,538,C
48011882,545,B
137876426,546,B
75759170,482,G
65825688,525,D
119411909,506,F
71683067,505,F
52058369,504,G
44796014,527,D
78850508,535,C
79051606,506,F
51898306,492,G
94380311,532,D
75212618,553,B
72163192,529,D
54303152,537,C
38567186,559,A
38587174,522,E
83645584,494,G
88768006,565,A
106204877,526,D
127194195,538,C
50627105,517,E
48714166,512,F
63157801,532,D
97328650,528,D
96430496,540,C
57744433,494,G
48464690,535,C
74692960,535,C
58060491,515,E
85783671,540,C
77429353,516,E
96632517,555,A
102656584,536,C
120188798,505,F
56280130,532,D
42353159,537,C
88624958,510,F
105160501,545,B
138668147,516,E
48100639,512,F
133506154,508,F
65392507,533,D
94124177,529,D
40442994,503,G
73764388,542,C
85804266,497,G
107569562,535,C
68754667,510,F
59543036,509,F
117224216,534,C
75115136,563,A
68692298,507,F
112759396,562,A
68618751,500,G
92850198,536,C
83508771,533,D
107654737,577,A
131652134,504,G
50576009,502,G
56662575,546,B
107166301,530,D
127587398,558,A
70702696,516,E
51869162,525,D
68484105,581,A
56067200,474,G
67367564,523,E
54484465,531,D
124114330,523,E
58862457,562,A
117428631,545,B
39168282,535,C
43661130,523,E
46998705,547,B
83548258,539,C
56099105,523,E
63568735,534,C
76233063,526,D
69722176,559,A
95016425,521,E
95221285,522,E
45774332,520,E
73641196,568,A
102423384,540,C
124427674,519,E
70874685,520,E
66481132,540,C
110084113,505,F
98012809,515,E
59249282,522,E
46726633,517,E
98042699,546,B
69425046,485,G
74261261,519,E
59219951,501,G
91554697,546,B
65686397,532,D
94066430,488,G
81335060,555,A
109807626,535,C
55990869,528,D
91079341,546,B
79162828,533,D
38549385,524,D
69803486,519,E
63217873,529,D
57693160,555,A
77575684,514,F
119236617,518,E
54888847,516,E
52038713,539,C
84498354,520,E
65483747,518,E
47038457,544,B
108109905,511,F
68340648,508,F
118600737,509,F
70640886,534,C
90308410,523,E
66190700,527,D
76372990,531,D
39289653,501,G
88948881,534,C
67407572,521,E
94025352,532,D
50446579,541,C
79875138,533,D
52239306,549,B
38618400,509,F
69534503,510,F
109650963,554,B
76894197,502,G
61533747,507,F
39240298,534,C
78951138,529,D
90388742,552,B
60707597,552,B
75129810,497,G
85759212,517,E
66620648,545,B
54333206,505,F
73458820,537,C
122322561,507,F
77725683,536,C
38539610,515,E
84080681,542,C
67426579,491,G
72867160,564,A
128373875,497,G
69177806,522,E
45994156,541,C
142280608,514,F
43739827,527,D
60585591,507,F
71057273,523,E
72545647,499,G
53322644,523,E
74521520,526,D
93702595,522,E
73429221,500,G
87215035,501,G
73639382,544,B
57664103,523,E
123955940,530,D
60851759,547,B
65646337,543,B
120151984,547,B
125924774,534,C
123330219,554,B
39532877,516,E
94387076,533,D
82297288,520,E
90008427,541,C
120656441,526,D
122694992,537,C
79552404,553,B
39459379,547,B
51899426,538,C
107833828,517,E
59421966,523,E
125514059,560,A
63338686,541,C
107707136,502,G
59302880,522,E
128548442,545,B
84739414,555,A
40247600,507,F
93463669,531,D
59250608,510,F
43560268,527,D
38545745,552,B
74573451,563,A
39269299,575,A
68984502,567,A
74785725,545,B
62804582,497,G
73701791,516,E
60894296,526,D
127797006,524,D
84041637,529,D
92536221,513,F
74081234,528,D
68434546,494,G
45304118,522,E
91396432,540,C
87064778,524,D
61822690,509,F
44766829,566,A
63938618,502,G
60864663,531,D
48484209,521,E
60676983,519,E
65615018,518,E
130333586,526,D
75204772,530,D
104521153,501,G
57216156,531,D
43975833,518,E
98163669,494,G
74824159,539,C
59413125,520,E
55150769,516,E
66584963,513,F
40550853,504,G
50203238,500,G
106701618,513,F
65129133,536,C
74944365,496,G
134917101,566,A
91090073,512,F
102296942,532,D
114114916,501,G
53904862,524,D
38161956,543,B
71895614,493,G
55575692,535,C
43266014,488,G
39420092,506,F
90114743,523,E
68417356,523,E
65765399,485,G
100460677,526,D
124767201,564,A
129799082,516,E
40992702,538,C
117966716,521,E
132949988,509,F
46723483,519,E
67345866,551,B
92300985,547,B
57448461,499,G
53101119,509,F
76598442,541,C
124423783,533,D
77518522,510,F
90290849,521,E
40737651,508,F
38649601,526,D
46998846,526,D
74081690,517,E
40796576,500,G
120931992,529,D
44515965,530,D
46723267,514,F
59110716,497,G
56011625,530,D
81364693,527,D
70570838,493,G
58492632,521,E
83696124,511,F
128693029,520,E
70381743,532,D
123335806,509,F
60830846,523,E
62794534,557,A
93133062,509,F
43860485,510,F
129530037,531,D
71502219,561,A
59441302,557,A
73783188,549,B
43803240,506,F
68792695,535,C
109762122,504,G
72073005,514,F
51317245,510,F
65594672,543,B
51046882,511,F
59552891,516,E
38486176,555,A
50343762,537,C
129914916,551,B
61449627,530,D
117627431,505,F
79885360,535,C
60774400,531,D
104961318,549,B
38282257,531,D
75309623,491,G
82000479,532,D
63444844,496,G
125915654,528,D
39279933,563,A
41039455,506,F
104102030,566,A
47541348,499,G
64191013,544,B
63988246,544,B
74994884,538,C
92234613,527,D
120004289,539,C
72684517,533,D
53464334,540,C
131504177,542,C
129809959,527,D
39947172,498,G
76392130,500,G
102864327,543,B
118270694,523,E
52768219,529,D
60095792,532,D
84264465,532,D
68773787,537,C
97062326,583,A
109606352,512,F
96545317,511,F
44016067,539,C
91001029,507,F
61438347,554,B
65946666,495,G
43893190,528,D
68619009,550,B
118157478,539,C
110590051,534,C
111695450,515,E
83625099,511,F
121424109,530,D
96787784,530,D
66573729,497,G
110537243,505,F
97559853,515,E
134207622,538,C
113226292,525,D
63179769,544,B
65059446,497,G
84998684,540,C
49903388,513,F
41140260,566,A
66595047,540,C
74622831,526,D
62072637,511,F
39639946,544,B
38615357,557,A
51186399,524,D
70996406,529,D
82090325,561,A
39793937,535,C
68397888,517,E
116811370,546,B
93812531,526,D
73640920,515,E
40564037,516,E
92852105,533,D
131070454,541,C
42571285,546,B
63218196,535,C
77530028,528,D
66545039,539,C
96707100,529,D
73815305,541,C
119198367,527,D
45384584,502,G
75302472,504,G
73825632,533,D
81476109,518,E
55412664,530,D
103991573,560,A
106807556,541,C
125926381,534,C
94231577,560,A
78118904,527,D
86136416,514,F
55584945,539,C
107983974,548,B
54588285,534,C
61912470,521,E
98004273,526,D
64009426,551,B
109909351,522,E
51466339,493,G
58912436,528,D
50093903,540,C
58602362,524,D
69197180,555,A
71755492,520,E
66522045,499,G
76446211,491,G
94378365,511,F
66280979,516,E
52999404,512,F
80918376,538,C
72732160,531,D
128401286,506,F
76688777,541,C
104314799,504,G
38222266,535,C
92469632,519,E
42405512,518,E
56230589,518,E
78350160,526,D
75284507,506,F
55190161,517,E
133447518,509,F
51436585,524,D
46644383,535,C
85619166,498,G
38292231,508,F
61408826,522,E
55491136,510,F
65592032,503,G
65762154,507,F
86573648,520,E
57286756,502,G
59149768,552,B
110351808,530,D
55170666,564,A
74984273,518,E
88149336,503,G
94016913,560,A
43390312,539,C
44915584,529,D
68865301,543,B
58522743,518,E
66590427,558,A
51858407,525,D
78809377,517,E
112828377,515,E
70142104,528,D
86543531,513,F
97062387,519,E
40960783,523,E
91079429,551,B
68566045,494,G
51326287,509,F
102425713,516,E
48625757,562,A
79033535,531,D
46746175,526,D
103677392,545,B
65742246,517,E
65944425,530,D
75369489,520,E
92204369,530,D
92512794,523,E
63948673,514,F
99924751,514,F
112940803,560,A
55491630,530,D
64250429,536,C
113628933,520,E
97280413,511,F
76548419,526,D
65745676,541,C
73640922,514,F
45534179,497,G
125597346,512,F
115389098,522,E
74451324,530,D
66611529,540,C
60791124,521,E
75688611,525,D
56290171,546,B
41081198,505,F
58713806,515,E
95068230,541,C
66644219,492,G
57823724,518,E
91017302,524,D
85600314,549,B
55209409,536,C
55940414,522,E
73588536,525,D
110857206,528,D
121237426,536,C
106764636,514,F
89866327,533,D
41790216,517,E
38742504,516,E
120175928,557,A
65742191,528,D
91243260,532,D
115388856,512,F
95037238,522,E
42504434,531,D
63245298,526,D
81100848,518,E
86913827,521,E
50034342,517,E
49136913,512,F
38465363,534,C
71827180,524,D
71796163,510,F
46587315,517,E
62235232,532,D
75304633,483,G
46447766,498,G
66404953,524,D
59443161,511,F
140081281,531,D
65761848,512,F
76142067,497,G
43115785,535,C
91121749,526,D
46654912,518,E
73559751,517,E
97393924,529,D
70902676,526,D
65322226,526,D
77020919,510,F
73478130,527,D
40502559,523,E
62974685,483,G
68756082,493,G
55121048,520,E
111409101,503,G
73785854,524,D
75310237,528,D
124971004,518,E
60546072,532,D
122304119,528,D
68516884,537,C
115091255,523,E
117958310,534,C
46537055,541,C
43509368,487,G
44583486,511,F
85785001,491,G
72745157,506,F
590325,520,E
135409616,491,G
107417642,519,E
91504864,550,B
77555208,546,B
64802673,558,A
122968886,543,B
116128117,522,E
135853395,495,G
58572339,548,B
67365233,508,F
102371484,534,C
55099327,525,D
74222479,513,F
120353561,532,D
64947131,532,D
57743111,493,G
41369176,514,F
68588708,553,B
119363863,527,D
45584558,530,D
123604869,535,C
55230990,527,D
73481619,524,D
50495455,552,B
78470062,499,G
95342528,512,F
93462152,513,F
111946030,509,F
61310744,524,D
50605803,527,D
109123054,502,G
57044117,536,C
115412334,532,D
61622352,523,E
128564478,566,A
46506530,520,E
49177136,543,B
39671349,542,C
93134936,543,B
88814382,528,D
132924676,538,C
78318122,519,E
91130601,518,E
62499220,519,E
140444809,528,D
40391891,528,D
79360503,524,D
51316577,544,B
119412997,512,F
51055742,519,E
120929304,506,F
66340646,505,F
74693273,531,D
39711481,540,C
69564831,512,F
121366613,528,D
72624845,533,D
63344191,548,B
39560783,547,B
71542369,519,E
63498471,519,E
42854461,542,C
62042998,511,F
44045630,505,F
74686405,514,F
38241329,504,G
59179957,545,B
116803534,544,B
49984346,511,F
96033617,573,A
81332146,515,E
39749664,538,C
124058122,521,E
107136208,550,B
79124123,510,F
94440174,529,D
44633722,530,D
124814849,510,F
67365446,531,D
55949371,514,F
49764153,492,G
51408335,504,G
77377629,536,C
119145731,550,B
77101670,519,E
130607597,504,G
102056607,528,D
67665400,537,C
69455067,527,D
43986075,515,E
87744532,520,E
60840719,516,E
75124963,528,D
40562044,508,F
91284438,522,E
58532906,523,E
59441941,522,E
79162619,529,D
116832015,503,G
70273366,519,E
77378436,533,D
38445118,570,A
43749385,500,G
51396333,534,C
79593080,517,E
96616971,516,E
47604147,586,A
58291372,516,E
132269324,530,D
65304691,542,C
96622051,527,D
44885222,507,F
43440473,513,F
115076636,549,B
112792145,561,A
63217419,504,G
112921063,493,G
87764209,552,B
92237246,529,D
127008264,563,A
131486603,502,G
65965244,513,F
70043150,554,B
41021571,508,F
39669894,526,D
67277185,507,F
51869051,540,C
94420742,517,E
134600283,530,D
115694995,504,G
50436055,508,F
73691644,560,A
104981856,526,D
70180390,507,F
57478594,537,C
49127202,518,E
60415211,518,E
61982721,512,F
56021279,496,G
75377567,582,A
126540650,535,C
68566925,528,D
98043820,516,E
60762984,524,D
117212217,511,F
51976726,492,G
115065054,524,D
70001041,528,D
70862199,512,F
104955461,589,A
136317554,564,A
74776117,522,E
38649474,520,E
63987654,506,F
107336692,518,E
59292537,516,E
63157714,530,D
38456075,537,C
83685807,513,F
95046540,521,E
38212003,526,D
61510909,523,E
74975630,553,B
120060878,507,F
44259351,513,F
61384866,530,D
90946118,521,E
76764473,544,B
48414646,554,B
78308121,538,C
128213045,551,B
74984348,497,G
87234634,584,A
70875073,502,G
57004284,546,B
41268542,538,C
106997269,510,F
115173325,509,F
110394870,526,D
47807263,506,F
72574750,536,C
73826231,545,B
81457364,520,E
54493866,485,G
60195337,536,C
138226280,538,C
61037282,505,F
85681437,511,F
59491933,505,F
128933488,509,F
73262315,532,D
46792954,536,C
85197131,510,F
126447620,537,C
117272344,549,B
85576267,518,E
95237927,519,E
90988512,556,A
74682470,535,C
45354441,496,G
46752428,520,E
55961481,521,E
50094297,486,G
124035020,544,B
128888560,541,C
38625043,527,D
62226110,538,C
110438393,521,E
73282189,518,E
78229760,552,B
68701799,567,A
85660969,555,A
66611309,506,F
99799468,536,C
77615263,526,D
76191401,532,D
68355081,536,C
98836416,522,E
56874192,516,E
90541479,512,F
113688092,520,E
119273992,501,G
54938858,502,G
111965179,518,E
